id,catcher_id,credit_amount,wallet_amount,subscription_type,plan_type,is_unlimited,premium_storage,trial_account_type,billing_cycle_status
141,309,,0.0,0,0,0,0,,0
142,310,,0.0,0,0,0,0,,0
143,313,,0.0,0,0,0,0,,0
144,314,,0.0,0,0,0,0,,0
145,315,,0.0,0,0,0,0,,0
146,318,,0.0,0,0,0,0,,0
147,319,,0.0,0,0,0,0,,0
148,321,,0.0,0,0,0,0,,0
149,322,,0.0,0,0,0,0,,0
150,326,,0.0,0,0,0,0,,0
151,327,,0.0,0,0,0,0,,0
152,328,,0.0,0,0,0,0,,0
153,329,,0.0,0,0,0,0,,0
154,330,,0.0,0,0,0,0,,0
155,331,,0.0,0,0,0,0,,0
156,333,,0.0,0,0,0,0,,0
157,335,,0.0,0,0,0,0,,0
158,336,,0.0,0,0,0,0,,0
159,337,,0.0,0,0,0,0,,0
160,352,,0.0,0,0,0,0,,0
161,353,,0.0,0,0,0,0,,0
162,355,,0.0,0,0,0,0,,0
163,356,,0.0,0,0,0,0,,0
164,359,,0.0,0,0,0,0,,0
165,360,,0.0,0,0,0,0,,0
166,363,,0.0,0,0,0,0,,0
167,372,,0.0,0,0,0,0,,0
168,373,,0.0,0,0,0,0,,0
169,379,,0.0,0,0,0,0,,0
170,384,,0.0,0,0,0,0,,0
171,385,,0.0,0,0,0,0,,0
172,387,,0.0,0,0,0,0,,0
173,389,,0.0,0,0,0,0,,0
174,392,,0.0,0,0,0,0,,0
175,395,,0.0,0,0,0,0,,0
176,396,,0.0,0,0,0,0,,0
177,404,,0.0,0,0,0,0,,0
178,414,,0.0,0,0,0,0,,0
179,427,,0.0,0,0,0,0,,0
180,428,,0.0,0,0,0,0,,0
181,431,,0.0,0,0,0,0,,0
182,433,,0.0,0,0,0,0,,0
183,434,,0.0,0,0,0,0,,0
184,437,,0.0,0,0,0,0,,0
185,440,,0.0,0,0,0,0,,0
186,443,,0.0,0,0,0,0,,0
187,446,,0.0,1,0,0,0,0.0,0
188,447,,0.0,0,0,0,0,,0
189,456,,0.0,0,0,0,0,,0
190,457,,0.0,0,0,0,0,,0
191,466,,0.0,0,0,0,0,,0
192,467,,0.0,0,0,0,0,,0
193,476,,0.0,0,0,0,0,,0
194,481,,0.0,0,0,0,0,,0
195,482,,0.0,0,0,0,0,,0
196,488,,0.0,0,0,0,0,,0
197,500,,0.0,0,0,0,0,,0
198,504,,0.0,0,0,0,0,,0
199,508,,0.0,0,0,0,0,,0
200,514,,0.0,0,0,0,0,,0
201,516,,0.0,0,0,0,0,,0
202,518,,0.0,0,0,0,0,,0
203,521,,0.0,0,0,0,0,,0
204,527,,0.0,0,0,0,0,,0
205,528,,0.0,0,0,0,0,,0
206,530,,0.0,0,0,0,0,,0
207,531,,0.0,0,0,0,0,,0
208,532,,0.0,0,0,0,0,,0
209,533,,0.0,0,0,0,0,,0
210,546,,0.0,0,0,0,0,,0
211,549,,0.0,0,0,0,0,,0
212,551,,0.0,0,0,0,0,,0
213,552,,0.0,0,0,0,0,,0
214,553,,0.0,0,0,0,0,,0
215,554,,0.0,0,0,0,0,,0
216,555,,0.0,0,0,0,0,,0
217,556,,0.0,0,0,0,0,,0
218,560,,0.0,0,0,0,0,,0
219,561,,0.0,0,0,0,0,,0
220,565,,0.0,0,0,0,0,,0
221,566,,0.0,0,0,0,0,,0
222,567,,0.0,0,0,0,0,,0
223,568,,0.0,0,0,0,0,,0
224,569,,0.0,0,0,0,0,,0
225,570,,0.0,0,0,0,0,,0
226,571,,0.0,0,0,0,0,,0
227,572,,0.0,0,0,0,0,,0
228,573,,0.0,0,0,0,0,,0
229,574,,0.0,0,0,0,0,,0
230,579,,0.0,0,0,0,0,,0
231,580,,0.0,0,0,0,0,,0
232,581,,280.0,0,0,0,0,0.0,0
233,582,,0.0,0,0,0,0,,0
234,583,,0.0,0,0,0,0,,0
235,584,,0.0,0,0,0,0,,0
236,585,,0.0,0,0,0,0,,0
237,586,,0.0,0,0,0,0,,0
238,587,,0.0,0,0,0,0,,0
239,588,,0.0,0,0,0,0,,0
240,589,,0.0,0,0,0,0,,0
241,590,,0.0,0,0,0,0,,0
242,591,,0.0,0,0,0,0,,0
243,592,,0.0,0,0,0,0,,0
244,593,,0.0,0,0,0,0,,0
245,594,,0.0,0,0,0,0,,0
246,595,,0.0,0,0,0,0,,0
247,596,,0.0,0,0,0,0,,0
248,597,,0.0,0,0,0,0,,0
249,598,,0.0,0,0,0,0,,0
250,599,,0.0,0,0,0,0,,0
251,601,,0.0,0,0,0,0,,0
252,602,,0.0,0,0,0,0,,0
253,603,,0.0,0,0,0,0,,0
254,605,,0.0,0,0,0,0,,0
255,606,,0.0,0,0,0,0,,0
256,607,,0.0,0,0,0,0,,0
257,608,,0.0,0,0,0,0,,0
258,609,,0.0,0,0,0,0,,0
259,610,,0.0,0,0,0,0,,0
260,611,,0.0,0,0,0,0,,0
261,612,,0.0,0,0,0,0,,0
262,614,,0.0,0,0,0,0,,0
263,615,,0.0,0,0,0,0,,0
264,616,,0.0,0,0,0,0,,0
265,619,,0.0,0,0,0,0,,0
266,621,,0.0,0,0,0,0,,0
267,623,,0.0,0,0,0,0,,0
268,625,,0.0,0,0,0,0,,0
269,626,,0.0,0,0,0,0,,0
270,630,,0.0,0,0,0,0,,0
271,631,,0.0,0,0,0,0,,0
272,633,,0.0,0,0,0,0,,0
273,634,,0.0,0,0,0,0,,0
274,635,,0.0,0,0,0,0,,0
275,636,,0.0,0,0,0,0,,0
276,637,,0.0,0,0,0,0,,0
277,638,,0.0,0,0,0,0,,0
278,639,,0.0,0,0,0,0,,0
279,641,,0.0,0,0,0,0,,0
280,642,,0.0,0,0,0,0,,0
281,643,,0.0,0,0,0,0,,0
282,644,,0.0,0,0,0,0,,0
283,645,,0.0,0,0,0,0,,0
284,649,,0.0,0,0,0,0,,0
285,650,,0.0,0,0,0,0,,0
286,651,,0.0,0,0,0,0,,0
287,652,,0.0,0,0,0,0,,0
288,653,,0.0,0,0,0,0,,0
289,654,,0.0,0,0,0,0,,0
290,655,,0.0,0,0,0,0,,0
291,656,,0.0,0,0,0,0,,0
292,657,,0.0,0,0,0,0,,0
293,658,,0.0,0,0,0,0,,0
294,659,,0.0,0,0,0,0,,0
295,660,,0.0,0,0,0,0,,0
296,664,,0.0,0,0,0,0,,0
297,668,,0.0,0,0,0,0,,0
298,675,,0.0,0,0,0,0,,0
299,687,,0.0,0,0,0,0,,0
300,688,,0.0,0,0,0,0,,0
301,692,,0.0,0,0,0,0,,0
302,707,,0.0,0,0,0,0,,0
303,708,,0.0,0,0,0,0,,0
304,709,,1099.0,0,0,0,0,,0
305,710,,0.0,0,0,0,0,,0
306,724,,0.0,0,0,0,0,,0
307,725,,0.0,0,0,0,0,,0
308,726,,0.0,0,0,0,0,,0
309,728,,0.0,0,0,0,0,,0
310,730,,0.0,0,0,0,0,,0
311,731,,0.0,0,0,0,0,,0
312,732,,0.0,0,0,0,0,,0
313,737,,0.0,0,0,0,0,,0
314,741,,0.0,0,0,0,0,,0
315,742,,0.0,0,0,0,0,,0
316,746,,2221.0,0,0,0,0,,0
317,749,,0.0,0,0,0,0,,0
318,755,,0.0,0,0,0,0,,0
319,758,,0.0,0,0,0,0,,0
320,759,,0.0,0,0,0,0,,0
321,760,,0.0,0,0,0,0,,0
322,761,,0.0,0,0,0,0,,0
323,763,,100.0,0,0,0,0,,0
324,764,,0.0,0,0,0,0,,0
325,767,,0.0,0,0,0,0,,0
326,768,,0.0,0,0,0,0,,0
327,769,,0.0,0,0,0,0,,0
328,771,,0.0,0,0,0,0,,0
329,772,,0.0,0,0,0,0,,0
330,773,,0.0,0,0,0,0,,0
331,774,,0.0,0,0,0,0,,0
332,775,,0.0,0,0,0,0,,0
333,778,,0.0,0,0,0,0,,0
334,780,,0.0,0,0,0,0,,0
335,781,,0.0,0,0,0,0,,0
336,782,,0.0,0,0,0,0,,0
337,783,,0.0,0,0,0,0,,0
338,784,,0.0,0,0,0,0,,0
339,785,,0.0,0,0,0,0,,0
340,788,,0.0,0,0,0,0,,0
341,789,,0.0,0,0,0,0,,0
342,790,,0.0,0,0,0,0,,0
343,791,,0.0,0,0,0,0,,0
344,792,,0.0,0,0,0,0,,0
345,793,,0.0,0,0,0,0,,0
346,794,,0.0,0,0,0,0,,0
347,795,,0.0,0,0,0,0,,0
348,796,,0.0,0,0,0,0,,0
349,799,,0.0,0,0,0,0,,0
350,800,,0.0,0,0,0,0,,0
351,801,,0.0,0,0,0,0,,0
352,802,,0.0,0,0,0,0,,0
353,803,,0.0,0,0,0,0,,0
354,804,,12.0,1,0,0,0,,0
355,805,,0.0,0,0,0,0,,0
356,806,,0.0,0,0,0,0,,0
357,808,,0.0,0,0,0,0,,0
358,814,,0.0,0,0,0,0,,0
359,815,,0.0,0,0,0,0,,0
360,816,,0.0,0,0,0,0,,0
361,817,,0.0,0,0,0,0,,0
362,818,,0.0,0,0,0,0,,0
363,819,,0.0,0,0,0,0,,0
364,821,,0.0,0,0,0,0,,0
365,822,,0.0,0,0,0,0,,0
366,823,,0.0,0,0,0,0,,0
367,824,,0.0,0,0,0,0,,0
368,825,,0.0,0,0,0,0,,0
369,826,,0.0,0,0,0,0,,0
370,827,,0.0,0,0,0,0,,0
371,828,,0.0,0,0,0,0,,0
372,829,,0.0,0,0,0,0,,0
373,830,,0.0,0,0,0,0,,0
374,832,,0.0,0,0,0,0,,0
375,833,,0.0,0,0,0,0,,0
376,834,,0.0,0,0,0,0,,0
377,837,,0.0,0,0,0,0,,0
378,838,,0.0,0,0,0,0,,0
379,839,,0.0,0,0,0,0,,0
380,840,,0.0,0,0,0,0,,0
381,841,,0.0,0,0,0,0,,0
382,842,,0.0,0,0,0,0,,0
383,843,,0.0,0,0,0,0,,0
384,844,,0.0,0,0,0,0,,0
385,845,,0.0,0,0,0,0,,0
386,847,,0.0,0,0,0,0,,0
387,851,,0.0,0,0,0,0,,0
388,852,,0.0,0,0,0,0,,0
389,853,,0.0,0,0,0,0,,0
390,855,,0.0,0,0,0,0,,0
391,859,,0.0,0,0,0,0,,0
392,865,,0.0,0,0,0,0,,0
393,871,,882.0,0,0,0,0,0.0,0
394,876,,0.0,0,0,0,0,,0
395,877,,0.0,0,0,0,0,,0
396,878,,0.0,0,0,0,0,,0
397,886,,0.0,0,0,0,0,,0
398,888,,0.0,0,0,0,0,,0
399,889,,0.0,0,0,0,0,,0
400,895,,0.0,0,0,0,0,,0
515,899,,0.0,0,0,0,0,,0
516,900,,0.0,0,0,0,0,,0
517,901,,0.0,1,0,0,0,,0
518,903,,80.0,1,0,0,0,,0
519,904,,80.0,0,0,0,0,,0
520,905,,80.0,1,0,0,0,,0
521,907,,16.0,1,0,0,0,,0
522,908,,1340.0,0,0,0,0,,0
523,910,,89.0,1,0,0,0,,0
524,913,,10.0,1,0,0,0,,0
525,914,,10.0,0,0,0,0,,0
526,915,,10.0,0,0,0,0,,0
527,918,,10.0,0,0,0,0,,0
528,919,,10.0,0,0,0,0,,0
529,920,,59.0,1,0,0,0,,0
530,921,,260.0,0,0,0,0,,0
531,922,,0.0,0,0,0,0,0.0,0
532,923,,100112.0,0,0,0,0,,0
534,929,,5.0,0,0,0,0,,0
535,930,,4.0,0,0,0,0,,0
536,932,,5.0,0,0,0,0,,0
537,933,,0.0,0,0,0,0,,0
538,935,,100.0,0,0,0,0,,0
539,936,,4.0,0,0,0,0,,0
540,937,,0.0,0,0,0,0,,0
541,938,,5.0,0,0,0,0,,0
542,939,,5.0,0,0,0,0,,0
543,940,,25.0,0,0,0,0,,0
544,941,,10.0,0,0,0,0,,0
545,942,,84.0,0,0,0,0,,0
546,943,,23.0,1,0,0,0,,0
547,945,,10.0,0,0,0,0,,0
548,953,,10.0,0,0,0,0,,0
549,954,,10.0,0,0,0,0,,0
550,955,,10.0,0,0,0,0,,0
551,956,,10.0,0,0,0,0,,0
552,958,,10.0,0,0,0,0,,0
553,959,,10.0,0,0,0,0,,0
554,963,,5.0,0,0,0,0,,0
555,977,,5.0,0,0,0,0,,0
556,980,,5.0,0,0,0,0,,0
557,982,,10.0,0,0,0,0,,0
558,984,,30.0,0,0,0,0,,0
559,986,,10.0,0,0,0,0,,0
560,987,,8.0,0,0,0,0,,0
561,989,,160.0,0,0,0,0,,0
562,1000,,130.0,0,0,0,0,,0
563,1002,,10.0,0,0,0,0,,0
564,1004,,10.0,0,0,0,0,,0
565,1003,,10.0,0,0,0,0,,0
566,1001,,10.0,0,0,0,0,,0
567,1005,,10.0,0,0,0,0,,0
568,1006,,10.0,0,0,0,0,,0
569,1007,,10.0,0,0,0,0,,0
570,1009,,111.0,0,0,0,0,,0
571,1010,,10.0,0,0,0,0,,0
572,1011,,10.0,0,0,0,0,,0
573,1012,,10.0,0,0,0,0,,0
574,1013,,100.0,0,0,0,0,,0
575,1014,,5.0,0,0,0,0,,0
576,1015,,10.0,0,0,0,0,,0
577,1017,,10.0,0,0,0,0,,0
578,1018,,122.0,0,0,0,0,,0
579,1019,,240.0,0,0,0,0,,0
580,1020,,70.0,0,0,0,0,,0
581,1021,,10.0,0,0,0,0,,0
582,1022,,10.0,0,0,0,0,,0
583,1023,,8.0,0,0,0,0,,0
584,1024,,20.0,0,0,0,0,,0
585,1025,,330.0,0,0,0,0,,0
586,1026,,7.0,0,0,0,0,,0
587,1027,,30.0,0,0,0,0,,0
588,1028,,10.0,0,0,0,0,,0
589,1029,,10.0,0,0,0,0,,0
590,1030,,50.0,0,0,0,0,,0
591,1033,,30.0,1,0,0,0,,0
592,1034,,10.0,0,0,0,0,,0
593,1035,,10.0,0,0,0,0,,0
594,1036,,10.0,0,0,0,0,,0
595,1037,,10.0,0,0,0,0,,0
596,1038,,10.0,0,0,0,0,,0
597,1039,,10.0,0,0,0,0,,0
598,1040,,7.0,0,0,0,0,,0
599,1041,,10.0,0,0,0,0,0.0,0
600,1042,,30.0,0,0,0,0,0.0,0
601,1044,,173.0,0,0,0,0,0.0,0
602,1045,,340.0,0,0,0,0,0.0,0
603,1047,,10.0,0,0,0,0,0.0,0
604,1048,,221.0,0,0,0,0,0.0,0
605,1049,,308.0,0,0,0,0,0.0,0
606,1051,,10.0,0,0,0,0,1.0,0
607,1057,,53.0,0,0,0,0,0.0,0
608,1058,,10.0,0,0,0,0,0.0,0
609,1059,,5.0,1,0,0,0,1.0,0
610,1060,,10.0,0,0,0,0,0.0,0
611,1061,,5.0,0,0,0,0,1.0,0
612,1062,,5.0,0,0,0,0,0.0,0
613,1063,,5.0,0,0,0,0,1.0,0
614,1064,,10.0,0,0,0,0,0.0,0
615,1065,,10.0,0,0,0,0,0.0,0
616,1066,,0.0,0,0,0,0,0.0,0
617,1067,,0.0,0,0,0,0,0.0,0
618,1068,,20.0,0,0,0,0,0.0,0
619,1069,,111.0,0,0,0,0,0.0,0
620,1070,,50.0,0,0,0,0,0.0,0
621,1071,,20.0,0,0,0,0,0.0,0
622,1072,,100.0,0,0,0,0,0.0,0
623,1073,,0.0,0,0,0,0,0.0,0
624,1074,,25.0,0,0,0,0,0.0,0
625,1081,,25.0,0,0,0,0,0.0,0
626,1082,,0.0,0,0,0,0,0.0,0
627,1083,,0.0,0,0,0,0,0.0,0
628,1084,,25.0,0,0,0,0,0.0,0
629,1085,,50.0,0,0,0,0,0.0,0
630,1086,,0.0,0,0,0,0,0.0,0
631,1087,,0.0,0,0,0,0,0.0,0
632,1088,,100.0,0,0,0,0,0.0,0
633,1089,,100.0,0,0,0,0,0.0,0
634,1090,,222.0,0,0,0,0,0.0,0
635,1091,,0.0,0,0,0,0,0.0,0
636,1092,,100.0,0,0,0,0,0.0,0
637,1093,,10.0,0,0,0,0,0.0,0
638,1094,,0.0,0,0,0,0,0.0,0
639,1095,,0.0,0,0,0,0,0.0,0
640,1096,,0.0,0,0,0,0,0.0,0
641,1097,,100.0,0,0,0,0,0.0,0
642,1098,,0.0,0,0,0,0,0.0,0
643,1099,,100.0,0,0,0,0,0.0,0
644,1100,,100.0,0,0,0,0,0.0,0
645,1101,,100.0,0,0,0,0,0.0,0
646,1102,,100.0,0,0,0,0,0.0,0
647,1103,,100.0,0,0,0,0,0.0,0
648,1104,,100.0,0,0,0,0,0.0,0
649,1105,,0.0,0,0,0,0,0.0,0
650,1107,,0.0,0,0,0,0,0.0,0
651,1109,,210.0,0,0,0,0,0.0,0
652,1110,,210.0,0,0,0,0,0.0,0
653,1111,,1100.0,0,0,0,0,0.0,0
654,1112,,1100.0,0,0,0,0,0.0,0
655,1113,,0.0,0,0,0,0,0.0,0
656,1114,,0.0,0,0,0,0,0.0,0
657,1115,,100.0,0,0,0,0,0.0,0
658,1116,,100.0,0,0,0,0,0.0,0
659,1117,,100.0,0,0,0,0,0.0,0
660,1118,,1100.0,0,0,0,0,0.0,0
661,1119,,1100.0,0,0,0,0,0.0,0
662,1120,,1100.0,0,0,0,0,0.0,0
663,1121,,1100.0,0,0,0,0,0.0,0
664,1122,,100.0,0,0,0,0,0.0,0
665,1123,,100.0,0,0,0,0,0.0,0
666,1124,,0.0,0,0,0,0,0.0,0
667,1125,,0.0,0,0,0,0,0.0,0
668,1126,,0.0,0,0,0,0,0.0,0
669,1127,,0.0,0,0,0,0,0.0,0
670,1128,,0.0,0,0,0,0,0.0,0
671,1130,,100.0,0,0,0,0,0.0,0
672,1131,,0.0,0,0,0,0,0.0,0
673,1132,,1100.0,0,0,0,0,0.0,0
674,1133,,100.0,0,0,0,0,0.0,0
675,1134,,0.0,0,0,0,0,0.0,0
676,1135,,0.0,0,0,0,0,0.0,0
678,1137,,0.0,0,0,0,0,0.0,0
679,1138,,210.0,0,0,0,0,0.0,0
680,1139,,210.0,0,0,0,0,0.0,0
681,1140,,100.0,0,0,0,0,0.0,0
682,1141,,0.0,0,0,0,0,0.0,0
683,1142,,100.0,0,0,0,0,0.0,0
684,1143,,210.0,0,0,0,0,0.0,0
685,1144,,0.0,0,0,0,0,0.0,0
686,1145,,0.0,0,0,0,0,0.0,0
687,1146,,1120.0,0,0,0,0,0.0,0
688,1147,,210.0,0,0,0,0,0.0,0
689,1148,,210.0,0,0,0,0,0.0,0
690,1149,,210.0,1,0,0,0,0.0,0
691,1150,,1500.0,1,0,0,0,0.0,0
692,1151,,500.0,0,0,0,0,0.0,0
693,1152,,0.0,0,0,0,0,0.0,0
694,1153,,210.0,0,0,0,0,0.0,0
695,1154,,0.0,0,0,0,0,0.0,0
696,1155,,100.0,0,0,0,0,0.0,0
697,1156,,210.0,0,0,0,0,0.0,0
698,1157,,100.0,0,0,0,0,0.0,0
699,1158,,210.0,0,0,0,0,0.0,0
700,1159,,100.0,0,0,0,0,0.0,0
701,1160,,1100.0,0,0,0,0,0.0,0
702,1161,,0.0,0,0,0,0,0.0,0
703,1162,,0.0,0,0,0,0,0.0,0
704,1163,,1100.0,0,0,0,0,0.0,0
705,1164,,543.0,0,0,0,0,0.0,0
706,1165,,0.0,0,0,0,0,0.0,0
707,1166,,0.0,0,0,0,0,0.0,0
708,1167,,1300.0,0,0,0,0,0.0,0
709,1168,,1100.0,0,0,0,0,0.0,0
710,1169,,1100.0,0,0,0,0,0.0,0
711,1170,,5.0,0,0,0,0,1.0,0
712,1171,,5.0,0,0,0,0,1.0,0
713,1172,,5.0,0,0,0,0,1.0,0
715,1174,,5.0,0,0,0,0,1.0,0
716,1177,,5.0,0,0,0,0,1.0,0
717,1178,,10.0,0,0,0,0,1.0,0
718,1179,,210.0,0,0,0,0,0.0,0
720,1181,,0.0,0,0,0,0,0.0,0
721,1182,,0.0,0,0,0,0,0.0,0
722,1183,,1100.0,0,0,0,0,0.0,0
723,1184,,2000.0,0,0,0,0,0.0,0
724,1185,,30.0,0,0,0,0,1.0,0
725,1186,,1100.0,0,0,0,0,0.0,0
726,1187,,5.0,0,0,0,0,1.0,0
727,1188,,5.0,0,0,0,0,1.0,0
728,1189,,1100.0,0,0,0,0,0.0,0
729,1190,,10.0,0,0,0,0,1.0,0
730,1191,,131.0,0,0,0,0,1.0,0
731,1192,,15.0,0,0,0,0,1.0,0
732,1193,,0.0,0,0,0,0,0.0,0
733,1195,,0.0,0,0,0,0,0.0,0
734,1196,,2000.0,0,0,0,0,0.0,0
735,1197,,0.0,0,0,0,0,0.0,0
736,1198,,1100.0,0,0,0,0,0.0,0
737,1199,,2000.0,0,0,0,0,0.0,0
738,1200,,1100.0,0,0,0,0,0.0,0
739,1201,,100.0,0,0,0,0,0.0,0
740,1202,,1100.0,0,0,0,0,0.0,0
741,1203,,0.0,0,0,0,0,0.0,0
742,1204,,131.0,0,0,0,0,0.0,0
743,1205,,0.0,0,0,0,0,0.0,0
744,1206,,0.0,0,0,0,0,0.0,0
745,1207,,0.0,0,0,0,0,0.0,0
746,1208,,600.0,0,0,0,0,0.0,0
747,1209,,0.0,0,0,0,0,0.0,0
748,1210,,1211.0,0,0,0,0,0.0,0
749,1211,,0.0,0,0,0,0,0.0,0
750,1214,,1100.0,0,0,0,0,0.0,0
751,1215,,207.0,0,0,0,0,0.0,0
752,1221,,100.0,0,0,0,0,0.0,0
753,1222,,0.0,0,0,0,0,0.0,0
754,1233,,97.0,0,0,0,0,0.0,0
755,1235,,500000.0,0,0,1,0,0.0,0
756,1236,,0.0,0,0,0,0,0.0,0
757,1237,,97.0,0,0,0,0,0.0,0
758,1238,,100.0,0,0,0,0,0.0,0
759,1239,,100.0,0,0,0,0,0.0,0
760,1240,,97.0,0,0,0,0,0.0,0
761,1242,,100.0,0,0,0,0,0.0,0
762,1243,,100.0,0,0,0,0,0.0,0
763,1244,,100.0,0,0,0,0,0.0,0
764,1246,,0.0,0,0,0,0,0.0,0
765,1247,,0.0,0,0,0,0,0.0,0
766,1248,,100.0,0,0,0,0,0.0,0
767,1249,,0.0,0,0,0,0,0.0,0
768,1250,,0.0,0,0,0,0,0.0,0
769,1251,,0.0,0,0,0,0,0.0,0
770,1252,,0.0,0,0,0,0,0.0,0
771,1253,,0.0,0,0,0,0,0.0,0
772,1254,,93.0,0,0,0,0,0.0,0
773,1255,,0.0,0,0,0,0,0.0,0
774,1257,,100.0,0,0,0,0,0.0,0
775,1258,,0.0,0,0,0,0,0.0,0
776,1259,,0.0,0,0,0,0,0.0,0
778,1261,,0.0,0,0,0,0,0.0,0
779,1268,,100.0,0,0,0,0,0.0,0
780,1269,,89.0,0,0,0,0,0.0,0
781,1271,,68.0,0,0,0,0,0.0,0
782,1273,,28.0,0,0,0,0,0.0,0
783,1275,,1100.0,0,0,0,0,0.0,0
784,1276,,469.0,0,0,0,0,0.0,0
785,1278,,100.0,0,0,0,0,0.0,0
786,1280,,100.0,0,0,0,0,0.0,0
787,1281,,100.0,0,0,0,0,0.0,0
788,1282,,0.0,0,0,0,0,0.0,0
789,1283,,0.0,0,0,0,0,0.0,0
790,1284,,1302.0,0,0,0,0,0.0,0
791,1285,,500.0,0,0,0,0,0.0,0
792,1286,,1100.0,0,0,0,0,0.0,0
793,1287,,0.0,0,0,0,0,0.0,0
794,1288,,100.0,0,0,0,0,0.0,0
795,1289,,25903.0,0,0,0,0,0.0,0
796,1290,,1100.0,0,0,0,0,0.0,0
797,1291,,100.0,0,0,0,0,0.0,0
798,1292,,812.0,0,0,0,0,0.0,0
799,1293,,10.0,0,0,0,0,1.0,0
800,1295,,100.0,0,0,0,0,0.0,0
801,1303,,0.0,0,0,0,0,0.0,0
802,1304,,210.0,0,0,0,0,0.0,0
803,1305,,20.0,0,0,0,0,1.0,0
804,1307,,14.0,0,0,0,0,1.0,0
805,1308,,5.0,0,0,0,0,1.0,0
806,1309,,10.0,0,0,0,0,1.0,0
807,1310,,1100.0,0,0,0,0,0.0,0
808,1312,,105.0,0,0,0,0,1.0,0
809,1313,,109.0,0,0,0,0,0.0,0
810,1314,,109.0,0,0,0,0,0.0,0
811,1316,,100.0,0,0,0,0,0.0,0
825,1341,,100.0,0,0,0,0,0.0,0
826,1342,,100.0,0,0,0,0,0.0,0
827,1343,,100.0,0,0,0,0,0.0,0
828,1344,,100.0,0,0,0,0,0.0,0
829,1345,,0.0,0,0,0,0,0.0,0
830,1346,,210.0,0,0,0,0,0.0,0
831,1347,,100.0,0,0,0,0,0.0,0
832,1348,,0.0,0,0,0,0,0.0,0
833,1350,,100.0,0,0,0,0,0.0,0
834,1351,,221.0,0,0,0,0,0.0,0
835,1352,,0.0,0,0,0,0,0.0,0
836,1353,,100.0,0,0,0,0,0.0,0
837,1354,,100.0,0,0,0,0,0.0,0
838,1355,,100.0,0,0,0,0,0.0,0
839,1356,,100.0,0,0,0,0,0.0,0
840,1357,,100.0,0,0,0,0,0.0,0
841,1358,,100.0,0,0,0,0,0.0,0
842,1359,,100.0,0,0,0,0,0.0,0
843,1361,,1500.0,0,1,0,0,0.0,0
844,1363,,100.0,0,0,0,0,0.0,0
845,1364,,20.0,0,0,0,0,1.0,0
846,1365,,0.0,0,0,0,0,0.0,0
847,1366,,1500.0,0,1,0,0,0.0,0
848,1367,,200.0,0,0,0,0,0.0,0
849,1368,,0.0,0,0,0,0,0.0,0
850,1369,,91.0,0,0,0,0,0.0,0
